EnergyTarget,CO2Target,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,NumberofBuildings,NumberofFloors,PropertyGFAParking,BuildingAge,GFA_per_floor,BuildingGFARatio,LargestUseRatio,SecondUseRatio,ThirdUseRatio,BuildingType,PrimaryPropertyType,Neighborhood,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,BuildingAgeCat,SizeCategory,HasEnergyStarScore,UsesElectricity,UsesGas,UsesSteam
4899096.0,32.73,72066.0,59137.0,0.0,54.0,1.0,4,60960,34,33514.0,0.54526466551292,0.5375813093035746,0.4411365399534523,0.0,NonResidential,Large Office,LAKE UNION,Parking,No_Third_Use,1,3,1,1,0,0
23293664.0,454.49,158415.0,0.0,0.0,25.0,1.0,1,0,11,158415.0,1.0,1.0,0.0,0.0,NonResidential,Retail Store,GREATER DUWAMISH,No_Second_Use,No_Third_Use,0,4,1,1,1,0
48037000.0,349.07,155985.0,88350.0,15630.0,,1.0,8,0,87,35977.375,1.0,0.5419551871141238,0.30696375152439553,0.0543049624937895,NonResidential,Large Office,LAKE UNION,Data Center,Other,3,4,0,1,1,0
3018140.75,20.86,58195.0,28800.0,0.0,81.0,1.0,4,28800,31,21748.75,0.6689464911776539,0.6689464911776539,0.33105350882234613,0.0,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,Parking,No_Third_Use,1,3,1,1,0,0
19031574.0,326.18,102653.0,74102.0,0.0,62.0,1.0,1,0,17,164437.0,1.0,0.6242694770641644,0.45064067089523646,0.0,NonResidential,Retail Store,BALLARD,Supermarket/Grocery Store,Parking,1,4,1,1,1,0
5869476.5,40.47,118016.0,66234.0,1595.0,95.0,1.0,5,66234,7,36896.4,0.6409731030669659,0.6397155278021704,0.35902689693303413,0.008645829945468935,NonResidential,Large Office,LAKE UNION,Parking,Other,0,4,1,1,1,0
12072969.0,269.71,54880.0,320.0,0.0,,1.0,3,0,88,18400.0,1.0,0.9942028985507246,0.005797101449275362,0.0,NonResidential,Laboratory,LAKE UNION,Data Center,No_Third_Use,3,2,0,1,1,0
34746128.0,849.83,176171.0,0.0,0.0,,1.0,4,111793,13,60289.75,0.5364344685456484,0.730518039965334,0.0,0.0,NonResidential,Laboratory,LAKE UNION,No_Second_Use,No_Third_Use,0,4,0,1,1,0
3238216.0,22.57,79384.0,52582.0,3027.0,96.0,1.0,6,52582,12,23213.666666666668,0.6224781378785486,0.5699516089659827,0.37752186212145145,0.021732887235967318,NonResidential,Large Office,LAKE UNION,Parking,Financial Office,0,4,1,1,0,0
7960023.0,61.93,168132.0,96918.0,16862.0,96.0,1.0,5,98700,7,54214.2,0.6358887523932845,0.6202507830051905,0.3575373241696825,0.062205104935607276,NonResidential,Large Office,LAKE UNION,Parking,Medical Office,0,4,1,1,1,0
2811924.5,29.53,127800.0,0.0,0.0,56.0,1.0,5,0,102,25560.0,1.0,1.0,0.0,0.0,NonResidential,Warehouse,LAKE UNION,No_Second_Use,No_Third_Use,3,3,1,1,1,0
30401640.0,632.4,372503.0,189133.0,0.0,71.0,1.0,5,206597,14,112103.2,0.6314164091658401,0.6645715733359976,0.33742658550335763,0.0,NonResidential,Large Office,LAKE UNION,Parking,No_Third_Use,0,4,1,1,1,0
11812678.0,94.64,131592.0,83178.0,0.0,49.0,1.0,6,95000,15,37765.333333333336,0.5807442451631125,0.5807442451631125,0.3670826860612908,0.0,NonResidential,Large Office,LAKE UNION,Parking,No_Third_Use,0,4,1,1,1,0
6917478.5,122.68,113803.0,79091.0,15803.0,97.0,1.0,4,73673,10,52454.0,0.6488685324284135,0.5423942883288214,0.37695409311015365,0.07531837419453236,NonResidential,Large Office,LAKE UNION,Parking,Fitness Center/Health Club/Gym,0,4,1,1,1,0
7554767.0,69.59,178628.0,99368.0,6015.0,97.0,1.0,6,109905,10,50517.166666666664,0.6374004876230193,0.5893310194884247,0.3278357522030465,0.01984473924705463,NonResidential,Large Office,LAKE UNION,Parking,Bank Branch,0,4,1,1,1,0
3066491.25,74.1,29732.0,17372.0,13639.0,66.0,1.0,3,0,62,22460.0,1.0,0.4412585336895221,0.2578213119620065,0.20241911546452954,NonResidential,Mixed Use Property,LAKE UNION,Office,Other - Entertainment/Public Assembly,2,3,1,1,1,0
47629656.0,1019.53,175364.0,173235.0,88901.0,,1.0,5,153684,8,87299.4,0.6479151059457453,0.40175304755817337,0.3968755799008928,0.2036692119304371,NonResidential,Mixed Use Property,LAKE UNION,Parking,Office,0,4,0,1,1,0
3558562.5,23.81,64752.0,21396.0,0.0,80.0,1.0,5,20826,42,17612.4,0.7635075287865367,0.7353001294542482,0.2429651836206309,0.0,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,Parking,No_Third_Use,2,3,1,1,0,0
3838006.75,25.32,66648.0,15167.0,0.0,69.0,1.0,5,20416,44,17435.6,0.7658124756245842,0.7645048062584597,0.17397737961412282,0.0,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,Parking,No_Third_Use,2,3,1,1,0,0
3705629.0,24.35,66747.0,28285.0,0.0,86.0,1.0,5,20416,46,17435.6,0.7658124756245842,0.7656404138658836,0.3244511229897451,0.0,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,Parking,No_Third_Use,2,3,1,1,0,0
19718338.0,477.87,108344.0,88405.0,0.0,5.0,1.0,4,88405,28,49187.25,0.5506711597009387,0.5506711597009387,0.4493288402990612,0.0,NonResidential,Medical Office,NORTHEAST,Parking,No_Third_Use,1,4,1,1,1,0
8422861.0,77.99,95995.0,0.0,0.0,21.0,1.0,4,95281,22,47819.0,0.5018664129320981,0.5018664129320981,0.0,0.0,NonResidential,Medical Office,NORTHEAST,No_Second_Use,No_Third_Use,1,4,1,1,1,0
43178016.0,1032.63,215602.0,0.0,0.0,23.0,1.0,7,150455,16,50218.57142857143,0.5719995448468125,0.6133246095639063,0.0,0.0,NonResidential,Hospital,LAKE UNION,No_Second_Use,No_Third_Use,0,4,1,1,1,0
14843382.0,277.98,121087.0,0.0,0.0,78.0,1.0,2,187878,21,154482.5,0.39191170520932794,0.39191170520932794,0.0,0.0,NonResidential,Supermarket / Grocery Store,NORTH,Parking,Parking,1,4,1,1,1,0
6522551.5,45.47,63225.0,0.0,0.0,100.0,1.0,1,0,8,63225.0,1.0,1.0,0.0,0.0,NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,No_Second_Use,No_Third_Use,0,3,1,1,0,0
11521702.0,80.32,156312.0,116440.0,7500.0,,1.0,3,156312,15,93417.33333333333,0.44224483678974635,0.5577551632102536,0.4154832079699699,0.026761628819776485,NonResidential,Other,LAKE UNION,Office,Retail Store,0,4,0,1,0,0
6876439.5,47.94,72000.0,15000.0,0.0,,1.0,3,12998,64,22154.0,0.8044295988685264,1.0833258102374288,0.22569287713279768,0.0,NonResidential,Other,MAGNOLIA / QUEEN ANNE,Parking,No_Third_Use,2,3,0,1,0,0
8949319.0,110.46,107931.0,0.0,0.0,72.0,1.0,1,0,19,131387.0,1.0,0.8214739662219246,0.0,0.0,NonResidential,Retail Store,NORTHWEST,No_Second_Use,No_Third_Use,1,3,1,1,1,0
10079993.0,226.43,124231.0,0.0,0.0,,6.0,1,0,52,111900.0,1.0,1.1101966041108133,0.0,0.0,NonResidential,Other,NORTHWEST,Parking,No_Third_Use,2,3,0,1,1,0
17225444.0,553.27,57805.0,56312.0,0.0,79.0,1.0,1,0,49,114000.0,1.0,0.5070614035087719,0.4939649122807018,0.0,NonResidential,Retail Store,NORTHWEST,Supermarket/Grocery Store,No_Third_Use,2,3,1,1,1,0
8901074.0,158.92,50065.0,0.0,0.0,78.0,1.0,1,0,19,50083.0,1.0,0.999640596609628,0.0,0.0,NonResidential,Supermarket / Grocery Store,NORTHWEST,Parking,No_Third_Use,1,2,1,1,1,0
4991360.5,34.9,96504.0,0.0,0.0,73.0,1.0,3,28645,28,41357.0,0.7691241305381596,0.7778127040162488,0.0,0.0,NonResidential,Large Office,LAKE UNION,No_Second_Use,No_Third_Use,1,3,1,1,1,0
3897738.0,27.17,90000.0,0.0,0.0,84.0,1.0,4,36528,16,22500.0,0.5941333333333333,1.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,LAKE UNION,No_Second_Use,No_Third_Use,0,3,1,1,0,0
5413418.0,37.74,62232.0,33709.0,0.0,70.0,1.0,3,33709,15,32013.666666666668,0.6490144833977156,0.6479732614196021,0.35098551660228444,0.0,NonResidential,Small- and Mid-Sized Office,LAKE UNION,Parking,No_Third_Use,0,3,1,1,0,0
11325513.0,94.47,152579.0,93893.0,7500.0,96.0,1.0,3,114829,17,93652.33333333333,0.5912933295842424,0.5430688681897942,0.33418992941980447,0.026694476378947667,NonResidential,Large Office,LAKE UNION,Parking,Data Center,1,4,1,1,1,0
8651835.0,85.01,138995.0,24549.0,0.0,89.0,1.0,4,103032,17,60833.5,0.5765819819671727,0.5712107638061266,0.1008860249697946,0.0,NonResidential,Large Office,LAKE UNION,Parking,No_Third_Use,1,4,1,1,1,0
7683885.0,53.57,243018.0,108408.0,0.0,95.0,1.0,5,121375,34,78059.0,0.6890172817996644,0.6226520964911157,0.27775913091379595,0.0,NonResidential,Large Office,GREATER DUWAMISH,Parking,No_Third_Use,1,4,1,1,0,0
1468317.375,17.17,70000.0,20000.0,0.0,87.0,1.0,2,0,49,45000.0,1.0,0.7777777777777778,0.2222222222222222,0.0,NonResidential,Warehouse,GREATER DUWAMISH,Office,No_Third_Use,2,3,1,1,1,0
1193084.5,32.22,50200.0,0.0,0.0,,1.0,1,0,50,50200.0,1.0,1.0,0.0,0.0,NonResidential,Retail Store,GREATER DUWAMISH,No_Second_Use,No_Third_Use,2,2,0,1,1,0
5055586.0,120.24,53993.0,24744.0,4500.0,,1.0,6,6200,91,15672.166666666666,0.9340657003392426,0.5741920389650442,0.2631416630331905,0.04785554007635617,NonResidential,Small- and Mid-Sized Office,BALLARD,Retail Store,Parking,3,3,0,1,1,0
17628306.0,413.35,182454.0,130744.0,0.0,,1.0,5,182454,8,64573.8,0.43489774490582866,0.5651022550941713,0.4049444201827986,0.0,NonResidential,Other,BALLARD,Retail Store,No_Third_Use,0,4,0,1,1,0
7783714.5,53.25,150840.0,26946.0,2155.0,88.0,1.0,10,38186,14,18169.4,0.7898334562506192,0.8301870177331118,0.1483042918313208,0.011860600790339803,NonResidential,Large Office,DOWNTOWN,Parking,Other,0,4,1,1,0,0
402051.3125,2.8,22780.0,0.0,0.0,33.0,1.0,1,0,50,22780.0,1.0,1.0,0.0,0.0,NonResidential,Warehouse,GREATER DUWAMISH,No_Second_Use,No_Third_Use,2,0,1,1,0,0
6345882.5,237.36,124423.0,0.0,0.0,62.0,1.0,1,0,49,124472.0,1.0,0.9996063371681985,0.0,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,Parking,No_Third_Use,2,3,1,1,1,0
8950688.0,59.21,227556.0,77887.79688,0.0,95.0,1.0,22,98556,46,10343.454545454546,0.5668934240362812,1.0,0.34227968886779514,0.0,NonResidential,Large Office,DOWNTOWN,Parking,No_Third_Use,2,4,1,1,0,0
1751500.375,42.65,49918.0,0.0,0.0,72.0,1.0,1,0,49,50065.0,1.0,0.9970638170378507,0.0,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,Parking,No_Third_Use,2,2,1,1,1,0
2808274.75,76.68,57540.0,0.0,0.0,26.0,1.0,1,0,47,57540.0,1.0,1.0,0.0,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,No_Second_Use,No_Third_Use,2,2,1,1,1,0
1536998.25,10.72,85400.0,0.0,0.0,49.0,1.0,1,0,50,85400.0,1.0,1.0,0.0,0.0,NonResidential,Warehouse,GREATER DUWAMISH,No_Second_Use,No_Third_Use,2,3,1,1,0,0
1760992.25,46.93,52759.0,0.0,0.0,96.0,1.0,1,0,52,53250.0,1.0,0.9907793427230047,0.0,0.0,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,Parking,No_Third_Use,2,2,1,1,1,0
2220030.5,28.63,78672.0,0.0,0.0,98.0,1.0,6,28427,29,13112.0,0.6386643278421802,1.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,No_Second_Use,No_Third_Use,1,3,1,1,1,0
3774978.5,38.48,28442.0,28441.0,18961.0,,1.0,2,19928,89,37922.0,0.7372501450345446,0.3750065924792996,0.3749934075207004,0.25,NonResidential,Mixed Use Property,EAST,Office,Parking,3,3,0,1,1,0
10093972.0,204.81,162425.0,0.0,0.0,25.0,1.0,1,0,48,161678.0,1.0,1.0046202946597558,0.0,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,No_Second_Use,No_Third_Use,2,4,1,1,1,0
21341708.0,152.71,101101.0,0.0,0.0,1.0,1.0,1,0,67,101101.0,1.0,1.0,0.0,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,No_Second_Use,No_Third_Use,3,3,1,1,1,0
1231121.75,32.02,59504.0,0.0,0.0,80.0,1.0,1,0,36,52613.0,1.0,1.1309752342576929,0.0,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,No_Second_Use,No_Third_Use,1,2,1,1,1,0
5246590.0,74.31,45340.0,11520.0,0.0,,1.0,1,0,76,56608.0,1.0,0.8009468626342566,0.2035048049745619,0.0,NonResidential,Other,GREATER DUWAMISH,Office,No_Third_Use,3,2,0,1,1,0
17427156.0,142.36,100000.0,4099.0,0.0,,1.0,1,0,63,104099.0,1.0,0.9606240213642783,0.039375978635721766,0.0,NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,Office,Parking,2,3,0,1,1,0
9200102.0,54.92,217977.0,4569.0,0.0,95.0,1.0,6,124800,11,56116.666666666664,0.6293436293436293,0.6473923373923374,0.01356994356994357,0.0,NonResidential,Large Office,LAKE UNION,Parking,Retail Store,0,4,1,1,0,0
10443463.0,190.61,98863.0,0.0,0.0,42.0,1.0,4,159994,20,66002.0,0.39398048543983516,0.37446971303899884,0.0,0.0,NonResidential,Retail Store,LAKE UNION,No_Second_Use,No_Third_Use,1,4,1,1,1,0
5444253.5,38.55,60676.0,13780.0,1324.0,32.0,1.0,2,0,102,31110.0,1.0,0.9751848280295725,0.22147219543555127,0.021279331404693024,NonResidential,Small- and Mid-Sized Office,CENTRAL,Parking,Other - Services,3,3,1,1,1,0
3586460.5,90.24,60732.0,8142.0,0.0,89.0,1.0,1,0,46,65430.0,1.0,0.9281980742778542,0.12443833104080697,0.0,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,Other,No_Third_Use,2,3,1,1,1,0
6114351.5,49.17,83715.0,18575.0,0.0,26.0,1.0,3,42440,10,34096.666666666664,0.5851011829113305,0.8184084465734676,0.1815915534265324,0.0,NonResidential,Large Office,NORTHEAST,Parking,No_Third_Use,0,3,1,1,1,0
12232124.0,85.28,74864.0,0.0,0.0,,1.0,3,0,90,26668.0,1.0,0.935753212339383,0.0,0.0,NonResidential,Other,CENTRAL,No_Second_Use,No_Third_Use,3,3,0,1,0,0
8767252.0,262.45,263528.0,60388.0,0.0,92.0,1.0,2,0,25,161958.0,1.0,0.8135689499746848,0.1864310500253152,0.0,NonResidential,Warehouse,GREATER DUWAMISH,Office,No_Third_Use,1,4,1,1,1,0
21290090.0,247.35,218918.0,156487.0,84051.89844,66.0,1.0,14,0,84,21718.0,1.0,0.7200018417902201,0.5146718324497126,0.2764392223698578,NonResidential,Mixed Use Property,GREATER DUWAMISH,Parking,Medical Office,3,4,1,1,1,0
4910799.5,33.85,50235.0,25525.0,2875.0,,1.0,4,31210,38,21346.25,0.6344791239679101,0.5883351876793348,0.29894009486443757,0.033671019499912164,NonResidential,Small- and Mid-Sized Office,LAKE UNION,Parking,Data Center,2,3,0,1,0,0
2109093.75,42.25,63896.0,33712.0,0.0,94.0,1.0,2,0,27,49012.0,1.0,0.651840365624745,0.34391577572839305,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,Office,No_Third_Use,1,3,1,1,1,0
2758081.75,63.89,20000.0,15000.0,10000.0,,1.0,1,15000,88,65000.0,0.7692307692307693,0.3076923076923077,0.23076923076923078,0.15384615384615385,NonResidential,Mixed Use Property,LAKE UNION,Parking,Other,3,3,0,1,1,0
5318277.0,35.8,78521.0,66650.0,0.0,62.0,1.0,5,66620,26,28914.6,0.5391947320730703,0.5431235431235432,0.4610127755528349,0.0,NonResidential,Large Office,LAKE UNION,Parking,No_Third_Use,1,4,1,1,0,0
7783388.0,129.29,302812.0,0.0,0.0,97.0,1.0,2,0,66,151406.0,1.0,1.0,0.0,0.0,NonResidential,Retail Store,NORTH,No_Second_Use,No_Third_Use,2,4,1,1,1,0
9266020.0,293.55,78200.0,0.0,0.0,53.0,1.0,5,0,42,17280.0,1.0,0.9050925925925926,0.0,0.0,NonResidential,Small- and Mid-Sized Office,NORTHWEST,No_Second_Use,No_Third_Use,2,3,1,1,1,0
6636482.5,44.35,86483.0,0.0,0.0,56.0,1.0,6,0,35,14413.833333333334,1.0,1.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,NORTHWEST,Parking,No_Third_Use,1,3,1,1,0,0
1196293.25,22.1,34400.0,17200.0,0.0,75.0,1.0,1,0,40,51600.0,1.0,0.6666666666666666,0.3333333333333333,0.0,NonResidential,Distribution Center,DELRIDGE,Office,No_Third_Use,2,2,1,1,1,0
2502923.5,57.73,140520.0,0.0,0.0,61.0,1.0,1,0,48,140520.0,1.0,1.0,0.0,0.0,NonResidential,Warehouse,DELRIDGE,No_Second_Use,No_Third_Use,2,4,1,1,1,0
4636396.5,58.88,91645.0,66288.0,0.0,95.0,1.0,5,62380,30,30805.8,0.5950113290354414,0.5949853598997591,0.43036051652610874,0.0,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,Parking,No_Third_Use,1,4,1,1,1,0
7063953.5,49.28,91935.0,69854.0,0.0,,1.0,3,91935,11,53929.666666666664,0.4317598847882118,0.5682401152117882,0.4317598847882118,0.0,NonResidential,Other,NORTHWEST,Medical Office,No_Third_Use,0,4,0,1,1,0
4765753.5,33.22,60670.0,3239.0,0.0,,1.0,3,0,11,21303.0,1.0,0.9493185623308141,0.050681437669185876,0.0,NonResidential,Medical Office,NORTHWEST,Retail Store,No_Third_Use,0,3,0,1,0,0
1065308.875,34.0,46846.0,10033.0,0.0,,1.0,2,0,68,26736.0,1.0,0.8760846798324357,0.18763090963494913,0.0,NonResidential,Warehouse,NORTHWEST,Office,No_Third_Use,3,2,0,1,1,0
2149815.75,58.67,50417.0,0.0,0.0,14.0,1.0,1,0,36,50417.0,1.0,1.0,0.0,0.0,NonResidential,Warehouse,GREATER DUWAMISH,No_Second_Use,No_Third_Use,1,2,1,1,1,0
16041286.0,295.48,133298.0,0.0,0.0,21.0,1.0,3,0,55,44432.666666666664,1.0,1.0,0.0,0.0,NonResidential,Medical Office,NORTHWEST,No_Second_Use,No_Third_Use,2,3,1,1,1,0
6718441.0,91.1,173106.0,0.0,0.0,78.0,1.0,2,0,51,84309.5,1.0,1.0266102870969465,0.0,0.0,NonResidential,Retail Store,NORTH,No_Second_Use,No_Third_Use,2,4,1,1,1,0
6486377.5,45.22,103970.0,71390.0,0.0,91.0,1.0,4,71385,16,43971.25,0.5941382153111407,0.5911248827358786,0.40589021235466355,0.0,NonResidential,Large Office,LAKE UNION,Parking,No_Third_Use,0,4,1,1,0,0
1901429.125,49.9,51427.0,0.0,0.0,,1.0,1,41600,16,53040.0,0.21568627450980393,0.9695889894419306,0.0,0.0,NonResidential,Other,GREATER DUWAMISH,No_Second_Use,No_Third_Use,0,2,0,1,1,0
2145554.75,22.12,53620.0,0.0,0.0,86.0,1.0,1,0,68,53620.0,1.0,1.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,No_Second_Use,No_Third_Use,3,2,1,1,1,0
3380481.5,65.3,50008.0,0.0,0.0,62.0,1.0,1,0,78,50008.0,1.0,1.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,No_Second_Use,No_Third_Use,3,2,1,1,1,0
6657348.5,49.74,194674.0,111198.0,0.0,98.0,1.0,4,100176,7,72794.0,0.65596065609803,0.6685784542682089,0.38189273841250654,0.0,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,Parking,No_Third_Use,0,4,1,1,1,0
2551022.25,107.16,43920.0,6912.0,0.0,63.0,1.0,1,0,59,50832.0,1.0,0.8640226628895185,0.1359773371104816,0.0,NonResidential,Warehouse,GREATER DUWAMISH,Office,No_Third_Use,2,2,1,1,1,0
2792753.5,20.29,76486.0,0.0,0.0,70.0,1.0,1,0,45,76354.0,1.0,1.0017287895853524,0.0,0.0,NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,No_Second_Use,No_Third_Use,2,3,1,1,1,0
2898646.0,39.5,98480.0,0.0,0.0,65.0,1.0,1,0,60,98480.0,1.0,1.0,0.0,0.0,NonResidential,Warehouse,GREATER DUWAMISH,No_Second_Use,No_Third_Use,2,3,1,1,1,0
3591767.75,64.0,31602.0,27427.0,18130.0,75.0,1.0,2,0,112,26501.0,1.0,0.5962416512584431,0.5174710388287235,0.3420625636768424,NonResidential,Mixed Use Property,LAKE UNION,Parking,Multifamily Housing,3,2,1,1,1,0
19419744.0,406.02,106003.0,63782.0,0.0,,1.0,3,63782,96,56595.0,0.624336661071355,0.624336661071355,0.37566333892864506,0.0,NonResidential,Other,LAKE UNION,Parking,No_Third_Use,3,4,0,1,1,0
14339818.0,365.79,107594.0,15600.0,12000.0,58.0,1.0,11,0,45,11338.272727272728,1.0,0.8626774961714547,0.1250791767224445,0.0962147513249573,NonResidential,Large Office,LAKE UNION,Restaurant,Parking,2,3,1,1,1,0
5662234.0,39.47,93905.0,31348.0,0.0,70.0,1.0,7,0,46,13428.857142857143,1.0,0.9989681070615519,0.33348226633475886,0.0,NonResidential,Small- and Mid-Sized Office,LAKE UNION,Parking,No_Third_Use,2,3,1,1,0,0
845892.1875,25.74,20310.0,2689.600098,0.0,,1.0,1,0,70,23000.0,1.0,0.8830434782608696,0.11693913469565217,0.0,NonResidential,Other,DOWNTOWN,Office,No_Third_Use,3,0,0,1,1,0
2830674.75,19.73,78564.0,0.0,0.0,88.0,1.0,5,0,112,15784.0,1.0,0.9954891028890015,0.0,0.0,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,No_Second_Use,No_Third_Use,3,3,1,1,0,0
6669621.5,134.69,65088.0,23857.0,0.0,64.0,1.0,7,0,110,14205.714285714286,1.0,0.6545454545454545,0.23991351568785196,0.0,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,Retail Store,No_Third_Use,3,3,1,1,1,0
3020795.0,19.89,63871.0,0.0,0.0,82.0,1.0,6,0,109,12210.0,1.0,0.8718400218400219,0.0,0.0,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,No_Second_Use,No_Third_Use,3,3,1,1,0,0
2380143.75,76.8,34647.0,26039.0,0.0,87.0,1.0,4,0,116,17454.25,1.0,0.49625449389117265,0.3729607402208631,0.0,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,Retail Store,No_Third_Use,3,3,1,1,1,1
2165173.25,26.04,41609.0,28734.0,0.0,,1.0,4,0,116,21187.5,1.0,0.49096165191740415,0.3390442477876106,0.0,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,Enclosed Mall,No_Third_Use,3,3,0,1,1,0
3740114.25,24.89,45799.0,9739.0,4689.0,,1.0,6,13320,116,12582.666666666666,0.8235668114867013,0.6066414114655081,0.12900021193175798,0.06210925082123556,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,Retail Store,Restaurant,3,3,0,1,0,0
7778893.0,130.31,123607.0,20795.0,0.0,79.0,1.0,4,0,116,41095.0,1.0,0.7519588757756418,0.1265056576225818,0.0,NonResidential,Large Office,DOWNTOWN,Retail Store,No_Third_Use,3,4,1,1,1,1
4501784.0,99.59,160580.0,0.0,0.0,98.0,1.0,7,0,109,22940.0,1.0,1.0,0.0,0.0,NonResidential,Large Office,DOWNTOWN,No_Second_Use,No_Third_Use,3,4,1,1,1,1
2031594.375,13.28,33647.0,19705.0,11988.0,,1.0,3,0,110,22585.0,1.0,0.49659803704523653,0.29082724522175485,0.17693159176444542,Nonresidential COS,Other,DOWNTOWN,Office,Other - Entertainment/Public Assembly,3,3,0,1,0,0
2462293.5,31.58,26250.0,18050.0,12400.0,37.0,1.0,3,0,106,18900.0,1.0,0.46296296296296297,0.318342151675485,0.21869488536155202,NonResidential,Mixed Use Property,GREATER DUWAMISH,Distribution Center,Non-Refrigerated Warehouse,3,2,1,1,1,0
2472120.0,65.56,58472.0,23282.0,0.0,83.0,1.0,1,0,94,82852.0,1.0,0.7057403562979772,0.2810070969922271,0.0,NonResidential,Warehouse,GREATER DUWAMISH,Retail Store,No_Third_Use,3,3,1,1,1,0
4608482.0,132.6,50500.0,18000.0,7604.0,,1.0,2,0,63,38221.0,1.0,0.6606315899636326,0.2354726459276314,0.09947411109076162,NonResidential,Other,GREATER DUWAMISH,Distribution Center,Office,2,3,0,1,1,0
3471977.25,74.18,85343.0,13435.0,0.0,56.0,1.0,2,0,54,46396.0,1.0,0.9197236830761273,0.1447861884645228,0.0,NonResidential,Distribution Center,GREATER DUWAMISH,Office,No_Third_Use,2,3,1,1,1,0
2244317.0,15.65,142901.0,0.0,0.0,,2.0,2,0,75,62759.5,1.0,1.1384810267768226,0.0,0.0,NonResidential,Other,GREATER DUWAMISH,No_Second_Use,No_Third_Use,3,3,0,1,0,0
4374646.0,30.5,104869.0,0.0,0.0,80.0,1.0,4,25800,116,32250.0,0.8,0.812937984496124,0.0,0.0,NonResidential,Large Office,GREATER DUWAMISH,No_Second_Use,No_Third_Use,3,3,1,1,0,0
1916863.375,41.18,39870.0,11600.0,7000.0,,1.0,4,0,112,14742.5,1.0,0.6761064948278785,0.19671019162285908,0.11870442597931151,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,Non-Refrigerated Warehouse,Multifamily Housing,3,2,0,1,1,0
2688675.75,18.74,51040.0,10500.0,6000.0,15.0,1.0,6,10800,106,12600.0,0.8571428571428571,0.6751322751322751,0.1388888888888889,0.07936507936507936,NonResidential,Distribution Center,GREATER DUWAMISH,Office,Parking,3,3,1,1,0,0
1056782.125,7.37,39884.0,9270.0,4116.0,,1.0,4,0,109,14067.5,1.0,0.7087968722232095,0.16474142527101476,0.07314732539541496,NonResidential,Distribution Center,GREATER DUWAMISH,Non-Refrigerated Warehouse,Office,3,2,0,1,0,0
5550151.0,138.35,43122.0,10514.0,0.0,31.0,1.0,4,0,112,16710.5,1.0,0.6451332994225187,0.1572963107028515,0.0,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,Retail Store,No_Third_Use,3,3,1,1,1,0
2972492.75,20.18,65508.0,10918.0,0.0,81.0,1.0,6,10800,107,12548.0,0.8565508447561364,0.870098820529168,0.14501647008819465,0.0,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,Parking,No_Third_Use,3,3,1,1,1,0
9722890.0,67.78,183916.0,406.0,0.0,81.0,1.0,7,0,112,26331.714285714286,1.0,0.9977973329282451,0.002202667071754864,0.0,NonResidential,Large Office,DOWNTOWN,Data Center,No_Third_Use,3,4,1,1,0,0
25567108.0,182.14,273812.0,12102.0,0.0,43.0,1.0,7,0,7,41121.857142857145,1.0,0.9512216304850045,0.042042292420089424,0.0,NonResidential,Large Office,DOWNTOWN,Retail Store,No_Third_Use,0,4,1,1,1,0
